id,candidate,candidate_confidence,relevant_yn,relevant_yn_confidence,sentiment,sentiment_confidence,subject_matter,subject_matter_confidence,candidate_gold,name,relevant_yn_gold,retweet_count,sentiment_gold,subject_matter_gold,text,tweet_coord,tweet_created,tweet_id,tweet_location,user_timezone
931,Mike Huckabee,1,yes,1,Neutral,0.6429,Foreign Policy,0.6786,,cohnjc,,1,,,"RT @gahtbomb: Mike Huckabee: ""the purpose of the military is to kill people and break things"" #GOPDebate",,07/08/2015 09:46,6.30E+17,"DC, Capitol Trill",
932,No candidate mentioned,1,yes,1,Neutral,1,Immigration,1,,hapkidobigdad,,5,,,"RT @ag_texas: Hillary Clinton's response to the #GOPdebate: those guys are ok, but can they secure thousands of votes from illegals?",,07/08/2015 09:46,6.30E+17,,
933,Rand Paul,0.442,yes,0.6649,Negative,0.6649,None of the above,0.442,,Pavlova__,,67,,,RT @Writeintrump: Every time that bell rings Rand Paul's little poodle ears keep perking up.  #GOPDebate,,07/08/2015 09:46,6.30E+17,,Amsterdam
934,Donald Trump,0.4113,yes,0.6413,Negative,0.3261,FOX News or Moderators,0.4113,,BWecrunchu2,,2,,,"RT @WhineNot: Rush: ""Not one of the 9 other candidates on the stage joined Megan Kelly in going after Donald Trump"" #GOPDebate",,07/08/2015 09:46,6.30E+17,,
935,Rand Paul,0.4484,yes,0.6696,Negative,0.6696,None of the above,0.4484,,Pavlova__,,66,,,"RT @Writeintrump: Rand Paul's haircut is really distracting. I almost yelled ""Rand get your leash it's time for your walk.""  #GOPDebate",,07/08/2015 09:46,6.30E+17,,Amsterdam
936,No candidate mentioned,1,yes,1,Negative,1,None of the above,1,,biseattlegirl,,0,,,Tired of the shills in media for Hillary.  Will henceforth be known to me as #shillary.  #GOPDebate,,07/08/2015 09:46,6.30E+17,"Seattle, WA",
937,Ben Carson,1,yes,1,Negative,0.6957,Religion,1,,NakedEd,,72,,,"RT @almightygod: Ben Carson: ""God's a pretty fair guy."" I guess he's never read the Bible. #job #pharaoh #shebears  #GOPDebate",,07/08/2015 09:46,6.30E+17,The Ether,
938,Rand Paul,1,yes,1,Negative,1,None of the above,1,,Pavlova__,,122,,,RT @Writeintrump: Cheap tactic by Rand Paul getting the same haircut as my poodle to distract me.  #GOPDebate,,07/08/2015 09:46,6.30E+17,,Amsterdam
939,No candidate mentioned,0.6712,yes,1,Neutral,0.3706,None of the above,0.6712,,reaganisahero,,0,,,"RT → theblaze: .MattWalshBlog to Republicans after #GOPDebate: ""Maybe We Should Think About Electing Someone With … http://t.co/BRx74IldWM",,07/08/2015 09:46,6.30E+17,"Minneapolis, Minnesota ",Eastern Time (US & Canada)
940,John Kasich,1,yes,1,Negative,0.684,None of the above,1,,BigBigBen,,0,,,John Kasich seems like a decent guy. Pity he's a republican. #GOPDebate,,07/08/2015 09:46,6.30E+17,Barcelona,Madrid
941,No candidate mentioned,0.4444,yes,0.6667,Neutral,0.3333,None of the above,0.4444,,sherships,,0,,,#GOPDebate Bingo! From @atavist https://t.co/hKEW4F0Kb2 http://t.co/pwaoz6kVOp,,07/08/2015 09:46,6.30E+17,"NYC, NY",Central Time (US & Canada)
942,Ted Cruz,1,yes,1,Positive,0.6889,None of the above,0.6667,,ReneeBevevino,,19,,,RT @RMConservative: Cruz's line about #CampaignConservative cuts 2 the core of the issue with GOP &amp; also the shortcomings of #GOPDebate htt…,,07/08/2015 09:46,6.30E+17,"Katy, TX",
943,No candidate mentioned,1,yes,1,Negative,1,FOX News or Moderators,0.6484,,MatthewStuart,,15,,,RT @pulmyears: Official photo from the big #FoxNews #GOPDebate last night: http://t.co/9YQGzvC2qV,,07/08/2015 09:46,6.30E+17,"Los Angeles,California.",Pacific Time (US & Canada)
944,No candidate mentioned,1,yes,1,Negative,1,Racial issues,0.3333,,dnvnbirch26,,0,,,Last night's #GOPDebate proved everything we already knew about the white patriarchal elitist homophobic party the GOP is.,,07/08/2015 09:46,6.30E+17,,Eastern Time (US & Canada)
945,Donald Trump,1,yes,1,Negative,1,None of the above,1,,JimC146,,0,,,"""[Trump] has no integrity, no character, and no principles, and he's proud of it."" - @MattWalshBlog

Agreed 

#GOPDebate #Trump",,07/08/2015 09:46,6.30E+17,Ohio,Eastern Time (US & Canada)
946,No candidate mentioned,1,yes,1,Negative,1,Religion,1,,SierraCarson,,38,,,RT @linnyitssn: Also funny how Constitution loving Republicans structurally violate the Constitution by bringing religion into politics. #G…,,07/08/2015 09:46,6.30E+17,Fayettechill/ 'Homa,Eastern Time (US & Canada)
947,No candidate mentioned,1,yes,1,Neutral,1,None of the above,1,,clairefinn54,,9,,,"RT @oaaselect: I'm a radical for Capitalism and Individual Rights looking for a heroic candidate. 

 #GOPDebate",,07/08/2015 09:46,6.30E+17,British Isles,Amsterdam
948,No candidate mentioned,0.3943,yes,0.6279,Negative,0.6279,,0.2336,,alexandraheuser,,0,,,BLOWTORCH IRS!! I LIKE the sound of that!! #CriminalAbusesNOWPoised2POLICEOurHealthCare  GO Rick!!! #GOPDebate  https://t.co/ZFlcfHEe3J,,07/08/2015 09:46,6.30E+17,America,
949,No candidate mentioned,0.3997,yes,0.6322,Neutral,0.6322,,0.2325,,alenesopinions,,41,,,RT @megynkelly: Who is your favorite from tonight’s #GOPDebate on @FoxNews?,,07/08/2015 09:46,6.30E+17,"Paris, TN/Philadelphia, PA",Eastern Time (US & Canada)
950,Donald Trump,0.4562,yes,0.6754,Negative,0.6754,None of the above,0.4562,,man_vs_liberals,,0,,,"#gopdebate the fix was in from the get-go.First off, Question about pledging support should have been addressed directly 2 @realDonaldTrump",,07/08/2015 09:46,6.30E+17,,
951,No candidate mentioned,1,yes,1,Neutral,1,None of the above,1,,monu_rohila,,0,,,The First #GOPDebate: Social Media Reaction and More:  http://t.co/UH06EzXXfG #Socialmedia #SMO,,07/08/2015 09:46,6.30E+17,"Delhi,India",Hawaii
952,Ben Carson,1,yes,1,Positive,1,None of the above,1,,JunoMaak,,0,,,@RealBenCarson Excellent job last night at the #GOPDebate. Class act all around. Proud to have you as a Republican candidate. #BenCarson,,07/08/2015 09:46,6.30E+17,#NAME?,Eastern Time (US & Canada)
953,Donald Trump,1,yes,1,Negative,0.6742,FOX News or Moderators,0.6629,,CitizenWald,,10,,,"RT @KoryStamper: Lookups! ""Misogynist"" spiking @MerriamWebster (http://t.co/k7RBb12RLC). Trump, women, and the #GOPDebate: http://t.co/yXsj…",,07/08/2015 09:46,6.30E+17,"Amherst, MA",Eastern Time (US & Canada)
954,No candidate mentioned,1,yes,1,Negative,1,Religion,0.6588,,mortalcassie,,0,,,God is not speaking to you looney tunes. How about some real questions? #GOPDebate  https://t.co/FBO00Cn461,,07/08/2015 09:46,6.30E+17,724,Eastern Time (US & Canada)
955,Marco Rubio,1,yes,1,Positive,0.6582,Jobs and Economy,1,,jennylynnthomp1,,93,,,"RT @marcorubio: .@Skye820 If we're going to make this an American Century, we've got to empower small businesses. Thanks for your question …",,07/08/2015 09:46,6.30E+17,,
956,Chris Christie,1,yes,1,Negative,1,Religion,0.6744,,damongtaylor,,578,,,"RT @pattonoswalt: ""My God is named 'Bruce Springsteen'. Go listen to 'Jungleland' and get a fucking clue,"" -- Christie. #GOPDebate",,07/08/2015 09:46,6.30E+17,"Chicago, IL",Central Time (US & Canada)
957,Donald Trump,1,yes,1,Neutral,0.693,FOX News or Moderators,1,,DanMudd,,0,,,I saw @megynkelly reach down and scratch her balls once after she picked about her 10th fight with @realDonaldTrump #GOPDebate #tcot,,07/08/2015 09:46,6.30E+17,"Nashville, TN",Central Time (US & Canada)
958,No candidate mentioned,1,yes,1,Negative,0.3548,None of the above,0.6452,,NanaOxford,,66,,,RT @ThePatriot143: My winner overall of today's #GOPDebate 's is @CarlyFiorina She really stood out among ALL GOP Candidates,,07/08/2015 09:46,6.30E+17,"Arkansas, USA",
959,No candidate mentioned,0.4267,yes,0.6532,Negative,0.6532,Gun Control,0.4267,,LAWriter,,0,,,Republicans Hate Gun-Free Zones But Held #GOPDebate In Gun-Free Zone  https://t.co/0rlAyowQW1,,07/08/2015 09:46,6.30E+17,"Los Angeles, CA",Pacific Time (US & Canada)
960,No candidate mentioned,0.4204,yes,0.6484,Neutral,0.6484,,0.228,,nopenochange,,539,,,"RT @peddoc63: If Your embassy was attacked, which Woman would You trust?
RT for @CarlyFiorina 
Fav for @HillaryClinton  #GOPDebate http://t…",,07/08/2015 09:46,6.30E+17,3rd world city near you,
961,No candidate mentioned,1,yes,1,Negative,1,None of the above,1,,tom_racine,,0,,,RT @lizadonnelly: Political nonsense last night. #GOPdebate (See all on my http://t.co/MOcgZtHBdZ site.)… https://t.co/xyaHGrr5vH,,07/08/2015 09:46,6.30E+17,,Pacific Time (US & Canada)
962,Donald Trump,0.6711,yes,1,Negative,1,None of the above,1,,mch7576,,2,,,RT “@TeaTraitors: #GOPDebate was still Clown Show! I'm glad Head Clown Trump helping destroy GOP. http://t.co/pRy2QPCWfu””,,07/08/2015 09:46,6.30E+17,USA ,
963,Donald Trump,1,yes,1,Negative,0.7056,None of the above,0.7056,,645ciDIVA,,0,,,"You must admit, @realDonaldTrump throws #shade like #RHOA LOL! 😂😂😂 #GOPDebate  https://t.co/c9LUq1dwW3",,07/08/2015 09:46,6.30E+17,SomeWhereSmiling ,
964,No candidate mentioned,1,yes,1,Positive,0.7033,None of the above,1,,KropotkinsTweet,,0,,,"So looking forward to listening to @DRShow's news roundup this morning! 
""You couldn't look away"" #GOPDebate 
http://t.co/o8rTITVGdt",,07/08/2015 09:46,6.30E+17,"Tempe, AZ",
965,Donald Trump,0.6343,yes,1,Neutral,0.3657,FOX News or Moderators,1,,lovetheusaorlea,,10,,,"RT @MolonLabe1776us: This is how last night should have looked...
@megynkelly @BretBaier #GOPDebate #TCOT @realDonaldTrump http://t.co/K2TK…",,07/08/2015 09:46,6.30E+17,USA,America/New_York
966,No candidate mentioned,1,yes,1,Neutral,0.6553,None of the above,1,,mralphafreak,,0,,,I don't know if I should laugh or cry after last nights #GOPDebate.,,07/08/2015 09:46,6.30E+17,Alternate Reality,Pacific Time (US & Canada)
967,Donald Trump,1,yes,1,Negative,1,None of the above,1,,sher_nolen,,1,,,"RT @pillary56: There's a difference between not being politically correct and being a massive jerk, Mr. Trump #GOPDebate",,07/08/2015 09:46,6.30E+17,"Tulsa, Oklahoma, United States",Central Time (US & Canada)
968,John Kasich,0.684,yes,1,Negative,1,None of the above,0.684,,ryanearldobbs,,0,,,My thoughts: Perry and Fiorina must replace Paul and Kasich in the top ten. Jindal needs to step it up and replace Christie. #GOPDebate,,07/08/2015 09:46,6.30E+17,"Southlake, TX / Chesapeake, VA",Central Time (US & Canada)
969,Marco Rubio,1,yes,1,Positive,0.6753,None of the above,1,,BLUSHINGMERMAlD,,842,,,"RT @marcorubio: If I'm our nominee, we'll be the party of the future. #GOPDebate",,07/08/2015 09:46,6.30E+17,,
970,Ted Cruz,0.4135,yes,0.643,Positive,0.643,Immigration,0.4135,,catchcaleb,,0,,,"@SenTedCruz had best answer of night in response to immigration. Its not stupidity, it is how both sides want it.  #GOPDebate",,07/08/2015 09:46,6.30E+17,"California, USA",
971,No candidate mentioned,0.3877,yes,0.6227,Neutral,0.332,None of the above,0.3877,,rose_lundsberg,,80,,,RT @TheBloggess: Rather than watching the #GOPDebate I'm just watching @maureenjohnson live-tweet it.  I've made the right decision. https:…,,07/08/2015 09:46,6.30E+17,in the crowd,
972,Marco Rubio,1,yes,1,Positive,1,None of the above,1,,RekLeCounte,,0,,,Interesting #GOPDebate analysis. @marcorubio clearly excelled as conservative leader we need. Go @TeamMarco! #tcot https://t.co/pve8wuodke,,07/08/2015 09:46,6.30E+17,Virginia,Eastern Time (US & Canada)
973,Donald Trump,1,yes,1,Negative,1,None of the above,1,,thwatch,,0,,,@krauthammer Sorry the downfall of Trump in last nights debate is greatly exaggerated #GOPDebate,,07/08/2015 09:46,6.30E+17,new york,Atlantic Time (Canada)
974,Scott Walker,1,yes,1,Negative,0.6818,Foreign Policy,1,,Clever_Otter,,0,,,"Moderator: ""@ScottWalker,when you 'rip up the Iran deal on day 1',what then?"" Walker: ""I remember tying yellow ribbons on trees."" #GOPDebate",,07/08/2015 09:46,6.30E+17,Earth,Mountain Time (US & Canada)
975,No candidate mentioned,1,yes,1,Negative,0.6771,Religion,0.6667,,LelaV89,,2,,,"RT @CCalbos: ""Tell us how god speaks to you.."" What is happening? Is this real life?  #GOPDebate",,07/08/2015 09:46,6.30E+17,"ÜT: 41.39073,-73.96695",Quito
976,No candidate mentioned,1,yes,1,Negative,1,None of the above,1,,Shelleyalee,,73,,,"RT @GusRamsey: SNL doesn't have a big enough cast to spoof this. 
#GOPDebate",,07/08/2015 09:46,6.30E+17,Atlanta,Eastern Time (US & Canada)
977,No candidate mentioned,0.4494,yes,0.6704,Neutral,0.6704,Racial issues,0.2465,,STERLINGMHOLMES,,0,,,"BBCWorld: RT BBCJonSopel: In midst of #GOPDebate came big blow to BarackObama with announcement that leading Jewish Democrat, Sen. Schumer,…",,07/08/2015 09:46,6.30E+17,EARTH ,Pacific Time (US & Canada)
978,Mike Huckabee,1,yes,1,Negative,0.6951,None of the above,0.68,,LelaV89,,2,,,"RT @CCalbos: Huckabee: ""the military is to kill people and break things."" On behalf of military families...F you. #GOPDebate",,07/08/2015 09:46,6.30E+17,"ÜT: 41.39073,-73.96695",Quito
979,No candidate mentioned,0.4594,yes,0.6778,Neutral,0.3444,None of the above,0.4594,,dddreamcat,,18,,,RT @PerezHilton: While you were watching the #GOPDebate @HillaryClinton was taking selfies with @KimKardashian! http://t.co/hYTSDeMr64 http…,,07/08/2015 09:46,6.30E+17,Oregon,Pacific Time (US & Canada)
980,Ben Carson,0.6245,yes,1,Neutral,0.6687,None of the above,0.6687,,rusty_schroeder,,418,,,RT @RealBenCarson: My Pre #GOPDebate 'ritual'. #BC2DC16  https://t.co/agbMc4nBM5,,07/08/2015 09:46,6.30E+17,"Texas, USA----NATIVE",Central Time (US & Canada)
981,Donald Trump,0.4426,yes,0.6653,Negative,0.6653,Jobs and Economy,0.2301,,Sleevetalkshow,,0,,,"@realDonaldTrump's arrogance at the #GOPDebate: ""I’ve used the laws of the country to my advantage."" #NotThatGuy http://t.co/Rjtjr9iOAC",,07/08/2015 09:46,6.30E+17,Anywhere & Everywhere!,Eastern Time (US & Canada)
982,Ted Cruz,1,yes,1,Neutral,0.6848,None of the above,1,,brendanIllis,,0,,,18 hours later looking back: My biggest gaffe of the #GOPDebate was repeatedly tagging Victor Cruz (@TeamVic) instead of Ted Cruz (@tedcruz),,07/08/2015 09:46,6.30E+17,Center Valley PA,Eastern Time (US & Canada)
983,No candidate mentioned,1,yes,1,Negative,1,Abortion,0.3667,,alabamafan2,,0,,,It's real scary that liberals are allowed 2 walk around after committing horrific crimes against humanity. #GOPDebate  #PlannedButcherhood,,07/08/2015 09:46,6.30E+17,Georgia,Eastern Time (US & Canada)
984,Donald Trump,0.4121,yes,0.642,Negative,0.642,None of the above,0.4121,,RickyAppleseed,,0,,,"I'd like to thank the other 9 candidates at the #GOPDebate who took Trump to task for once again trying to #FatShame @Rosie. But, I can't...",,07/08/2015 09:46,6.30E+17,Cheektowaga NY USA ,
985,No candidate mentioned,1,yes,1,Positive,0.7111,FOX News or Moderators,1,,AnthonySeees,,0,,,Gotta love @megynkelly #GOPDebate,,07/08/2015 09:46,6.30E+17,,
986,Donald Trump,1,yes,1,Neutral,0.3493,Foreign Policy,0.6845,,SamValley,,59,,,RT @NumbersMuncher: Donald Trump is the guy who flips the Risk board over once he realizes he can't overtake Asia. #GOPDebate,,07/08/2015 09:46,6.30E+17, San Fernando Valley,Pacific Time (US & Canada)
987,No candidate mentioned,1,yes,1,Negative,0.6915,None of the above,1,,JPC_III,,0,,,@brendohare great battle last night by premier teenage athletes. #GOPDebate http://t.co/pLGp4Aai2y,,07/08/2015 09:46,6.30E+17,,
988,No candidate mentioned,1,yes,1,Negative,0.67,FOX News or Moderators,1,,NYMediaCritic,,0,,,.@FoxNews should replace @megynkelly with @marthamaccallum in future debates. MacCallum did a MUCH better job in early debate. #GOPDebate,,07/08/2015 09:46,6.30E+17,,
989,Donald Trump,1,yes,1,Negative,1,None of the above,1,,brianjhanley,,0,,,"Donald Trump, Democratic Spy? http://t.co/8N9MvTKN4u @realDonaldTrump @SenSanders #trump #DonaldTrump #Hillary2016 #GOPDebate",,07/08/2015 09:46,6.30E+17,,
990,No candidate mentioned,0.4342,yes,0.6589,Positive,0.3391,,0.2247,,catchinawave13,,1,,,RT @jjosephwilliams: 16% of United States homes with TV sets tuned in to #GOPDebate. Wow. http://t.co/TRs8vMWJYg,,07/08/2015 09:46,6.30E+17,"Nashville, Tennessee",Central Time (US & Canada)
991,No candidate mentioned,1,yes,1,Negative,1,None of the above,1,,FashnDiva,,0,,,#GOPDebate or Old White Rich Conservative Dudes on Parade. That's a childhood nightmare of mine.,,07/08/2015 09:46,6.30E+17,"Small Town, Ohio",Quito
992,Donald Trump,1,yes,1,Positive,0.6542,None of the above,1,,SteelersNasty,,0,,,.@ljcambria @realDonaldTrump Don't forget to vote for him! Especislly when he has to go Independent! #LULZ  #HUCKSTER #RNC #GOP #GOPDebate,,07/08/2015 09:46,6.30E+17,"IN YOUR HEAD, MOM'S BASEMENT ",
993,No candidate mentioned,1,yes,1,Negative,0.7065,Women's Issues (not abortion though),1,,flammi,,0,,,Recap of the #GOPdebate: these #TenMen want to make choices for all women. #GOPtbt http://t.co/v1desifyee,,07/08/2015 09:46,6.30E+17,"New York, NY",Eastern Time (US & Canada)
994,Donald Trump,0.6629,yes,1,Negative,0.6629,None of the above,0.6742,,Khaki62,,489,,,"RT @Writeintrump: I not only made Hillary Clinton go to my wedding, but I also made her be my Best Man.  #GOPDebate",,07/08/2015 09:46,6.30E+17,,Eastern Time (US & Canada)
995,Rand Paul,1,yes,1,Negative,1,None of the above,1,,Norsu2,,2,,,"Rand Paul could drop out of top 10 w dreadful, petulent debate. Fiorina moves up #gopdebate #tcot",,07/08/2015 09:46,6.30E+17,Metro Boston #Cmass,
996,No candidate mentioned,1,yes,1,Negative,0.3685,None of the above,1,,MagicMeeple,,621,,,"RT @nerdist: I gotta say it's refreshing to hear a presidential debate where everyone is correctly pronouncing ""nuclear"" #GOPDebate",,07/08/2015 09:46,6.30E+17,"Phoenix, AZ, USA",Pacific Time (US & Canada)
997,No candidate mentioned,0.4298,yes,0.6556,Negative,0.3444,None of the above,0.4298,,DiplomatEsq,,8,,,RT @GogoAleee: IG Deleted DD Account after we participated in the #KKKorGOP hashtag during the #GOPDebate http://t.co/jNYRNOPngx via @Dream…,,07/08/2015 09:46,6.30E+17,,Eastern Time (US & Canada)
998,No candidate mentioned,1,yes,1,Negative,1,None of the above,1,,Jordan_p34,,5,,,RT @CrazyClarine: lol! RT @The3o5FlyGuy: Watching the #GOPDebate like... http://t.co/zOwJcU2baZ,,07/08/2015 09:46,6.30E+17,,
999,No candidate mentioned,0.4955,yes,0.7039,Negative,0.7039,None of the above,0.4955,,CurlyJefff,,107,,,RT @sjadetx: My thoughts on the #GOPDebate http://t.co/BT7glNYUoN,,07/08/2015 09:46,6.30E+17,540,Atlantic Time (Canada)
1000,Donald Trump,0.6659,yes,1,Negative,1,FOX News or Moderators,1,,Shirleystopirs,,1,,,RT @FreedomTexasMom: My LOVE for @megynkelly died tonight at the #GOPDebate #FoxNews #TrumpCruz2016 #MakeAmericaGreatAgain,,07/08/2015 09:46,6.30E+17,,Atlantic Time (Canada)
1001,Mike Huckabee,0.6526,yes,1,Positive,1,None of the above,1,,georgehenryw,,0,,,"Executive Experience Matters

#gopdebate #ccot #gop #teaparty #imwithhuck #tcot #th2016 #RenewUS #wakeupamerica https://t.co/uCA5oguT29",,07/08/2015 09:46,6.30E+17,Texas,Central Time (US & Canada)
1002,Donald Trump,1,yes,1,Negative,1,None of the above,1,,iAintBragging,,0,,,Does Trump not realize he's a complete joke or?? I feel as though he would have caught onto that by now #GOPDebate,,07/08/2015 09:46,6.30E+17,probs rehearsal ,Pacific Time (US & Canada)
1003,Donald Trump,0.4495,yes,0.6705,Positive,0.3409,None of the above,0.4495,,dcpayne42,,0,,,"@realDonaldTrump to primary voters: ""Your chances look good for the general election. It'd be a shame if something happened..."" #GOPDebate",,07/08/2015 09:46,6.30E+17,"Indiana, USA",Eastern Time (US & Canada)
